,smiles,split,indices
0,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],train,
1,Cc1ccc(Br)cc1,train,
2,Cc1ccccc1S(=O)(=O)N,train,
3,OCC1=CCN2CC[C@@H](O)[C@@H]12,train,
4,C1CCC2(CC1)CO2,train,
5,CCCCCCCCC\C=C\C[C@H]1CC(=O)OC1=O,train,
6,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,train,
7,NC(CCC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)O,train,
8,O=C1c2ccccc2c3ccc4c5ccc6c7ccccc7C(=O)c8ccc(c9ccc1c3c49)c5c68,train,
9,OCC(O)C(O)C(O)C(O)CN=N#N,train,
10,CCOc1ccccc1N,train,
11,COc1ccc(CNC(=O)C(C)Br)cc1,train,
12,CC(=O)ON(C(=O)C)c1ccc(Sc2ccccc2)cc1,train,
13,Cc1cc2nc3cc(C)c(N)cc3[n+](c4ccccc4)c2cc1N,train,
14,ONc1ccc(cc1)[N+](=O)[O-],train,
15,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(c(F)c12)c3ccc(O)cc3,train,
16,O=C\C=C/c1ccccc1,train,
17,COc1cc(c(O)c(c1)C(C)(C)C)[N+](=O)[O-],train,
18,C=Cc1cccnc1,train,
19,Cc1cc(N)ccc1c2ccc(N)cc2C,train,
20,COC(=O)c1oc(NOC(=O)C)c(c2ccccc2)c1c3ccccc3,train,
21,CNc1ccc(NCCO)c2C(=O)c3ccccc3C(=O)c12,train,
22,Cc1c(N)cc(cc1[N+](=O)[O-])[N+](=O)[O-],train,
23,ClC(=O)c1ccccc1C(=O)Cl,train,
24,ClCc1ccccc1CCl,train,
25,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,train,
26,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,train,
27,ClCc1c2ccccc2c(CCl)c3ccccc13,train,
28,O1C=C[C@H]2[C@@H]1Oc3ccccc23,train,
29,CCOC(=O)N,train,
30,N(c1ccccc1)c2ccccc2,train,
31,OC(=O)COc1ccc2ccccc2c1,train,
32,Nc1nc2cc(Cl)ccc2[nH]1,train,
33,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+](=O)[O-],train,
34,[O-][N+](=O)\C=C\c1oc(cc1)[N+](=O)[O-],train,
35,CC(C)(C)c1ccc(cc1)C(=O)ON(OCc2ccccc2)C(=O)c3ccccc3,train,
36,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,train,
37,Clc1ccc(cc1)C(Cl)(Cl)Cl,train,
38,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,train,
39,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,train,
40,CN(C)CCO[C@@](C)(c1ccccc1)c2ccccn2,train,
41,COc1nsc2ccc(OCC3CO3)cc12,train,
42,BrC[C@@H](Br)COP(=O)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,train,
